sei,fornecedor,valor,score,status,n_docs,tem_cadeia
SEI-270006/007465/2025,DROGAFONTE LTDA.,54.43,20,nao_coletado,0,0
SEI-270006/005714/2025,MEDKA DISTRIBUIDORA HOSPITALAR LTDA,54.00,20,integra,25,1
SEI-270006/032343/2025,GREEN MED DISTRIBUIDORA E IMPORTADORA DE MEDICAMENTOS E PRODUTOS PARA SAUDE LTDA.,45.00,20,nao_coletado,0,0
SEI-270060/000263/2024,DROGAFONTE LTDA.,44.90,20,nao_coletado,0,0
SEI-270006/011682/2025,NOVA LINEA COMERCIO DE PRODUTOS FARMACEUTICOS EIRELI,42.63,20,nao_coletado,0,0
SEI-270006/018031/2025,DROGAFONTE LTDA.,37.20,20,nao_coletado,0,0
SEI-270006/000502/2026,COMERCIAL CIRURGICA RIOCLARENSE LTDA,33.72,20,nao_coletado,0,0
SEI-270006/032346/2025,MEDKA DISTRIBUIDORA HOSPITALAR LTDA,31.98,20,nao_coletado,0,0
SEI-270006/025164/2025,DROGAFONTE LTDA.,18.90,20,nao_coletado,0,0
SEI-270006/024338/2025,BIONEFRO COMÉRCIO DE MATERIAL HOSPITALAR LTDA ME,12.45,20,nao_coletado,0,0
SEI-270006/033090/2024,INSTITUTO AOCP,2826782.00,18,nao_coletado,0,0
SEI-270042/001486/2023,F AB ZONA OESTE S A,1621870.12,18,nao_coletado,0,0
SEI-270060/000983/2022,ONCOMED CLINICA ONCOLOGICA LTDA,622653.35,15,nao_coletado,0,0
SEI-270144/000115/2024,"INSTITUTO DE DESENVOLVIMENTO EDUCACIONAL, CULTURAL E ASSISTENCIAL NACIONAL",4732536.00,10,nao_coletado,0,0
SEI-270042/001992/2022,LEONARDO DO BRASIL LTDA,1158419.26,10,nao_coletado,0,0
SEI-270005/000202/2025,FUNDAÇÃO GETULIO VARGAS ,417390.00,10,nao_coletado,0,0
SEI-270003/003913/2025,BRAVO ASSESSORIA E SERVICOS EMPRESARIAIS LTDA,370215.21,10,nao_coletado,0,0
SEI-270131/000518/2023,RAD MED DIAGNOSTICO POR IMAGEM LTDA,278585.72,10,integra,40,1
SEI-270120/000347/2023,INDUMED COMÉRCIO IMPORTAÇÃO E EXPORTAÇÃO DE PRODUTOS MÉDICOS LTDA.,228000.00,10,nao_coletado,0,0
SEI-270003/000095/2024,UNIMED DE CAMPOS COOPERATIVA DE TRABALHO MEDICO,222868.58,10,nao_coletado,0,0
SEI-270003/000373/2025,INSTITUTO DE DIAGNOSTICO POR IMAGEM LTDA,209473.00,10,integra,7,0
SEI-270003/000260/2025,FESO FUNDAÇÃO EDUCACIONAL SERRA DOS ÓRGÃOS,197661.93,10,nao_coletado,0,0
SEI-270131/000499/2023,CLINICA DE IMAGEM COMPUTADORIZADA LTDA,191781.07,10,nao_coletado,0,0
SEI-270131/000170/2022,UNIMED DE CAMPOS COOPERATIVA DE TRABALHO MEDICO,154434.01,10,nao_coletado,0,0
SEI-270131/000521/2023,ULTRASCAN SERVIÇO DE IMAGEM LTDA,144384.47,10,nao_coletado,0,0
SEI-270131/000533/2023,RIO SUL CENTRO DE ATENÇÃO A SAÚDE HUMANA LTDA,136714.06,10,nao_coletado,0,0
SEI-270060/002081/2023,LABORATÓRIOS B. BRAUN S.A,133689.44,10,nao_coletado,0,0
SEI-270131/000505/2023,CENTRO MÉDICO LOUIS PASTEUR S/S LTDA-EPP,126949.25,10,nao_coletado,0,0
SEI-270003/004343/2024,BRASIL SAUDE CLINICA MEDICA E ODONTOLOGICA LTDA,106571.80,10,nao_coletado,0,0
SEI-270131/000519/2023,CENTRO DE SAÚDE RENASCER LTDA ME,101776.37,10,nao_coletado,0,0
SEI-270003/001249/2024,LABORATORIO RODOLPHO ALBINO DE ANALISE E PESQUISA CLINICA LTDA,95552.31,10,nao_coletado,0,0
SEI-270003/001869/2024,MINAS LABORATORIO LTDA,94928.11,10,nao_coletado,0,0
SEI-270003/001226/2024,ALPHA LABORATÓRIO DE ANÁLISES CLÍNICAS EIRELI,94928.11,10,nao_coletado,0,0
SEI-270003/002299/2025,LIFELABS LABORATORIO E SERVIÇOS DE SAUDE LTDA,94928.11,10,nao_coletado,0,0
SEI-270131/000474/2023,NOVACLIN CLINICA GERAL LTDA,91061.73,10,nao_coletado,0,0
SEI-270003/002652/2024,CLINMED SERVIÇOS MÉDICOS LTDA,88213.40,10,nao_coletado,0,0
SEI-270060/001613/2022,STTR INDUSTRIA E COMERCIO LTDA,82800.00,10,nao_coletado,0,0
SEI-270003/001275/2024,LABORATORIOS BAFFI E BRETZ LTDA,81491.10,10,nao_coletado,0,0
SEI-270131/000021/2024,CLIMAGEM LTDA,68068.12,10,nao_coletado,0,0
SEI-270002/001438/2025,PRODERJ - CENTRO DE TECNOLOGIA DE INFORMACAO E COMUNICACAO DO ESTADO DO RIO DE JANEIRO,57485.76,10,nao_coletado,0,0
SEI-270002/000009/2024,NTI BRASIL SOLUÇÕES DIGITAIS LTDA,45990.00,10,nao_coletado,0,0
SEI-270060/000704/2024,MOVEIS ANDRADE INDUSTRIA E COMERCIO DE MOVEIS HOSPITALARES LTDA,39920.00,10,nao_coletado,0,0
SEI-270028/000059/2024,IMPRINT 2001 GRAFICA E EDITORA LTDA,36490.00,10,nao_coletado,0,0
SEI-270006/005910/2024,SAPRA LANDAUER SERVICO DE ASSESSORIA E PROTECAO RADIOLOGICA LTDA,35954.40,10,so_despacho,1,0
SEI-270006/008263/2024,APARECIDA AUGUSTA FERREIRA BARBA,34995.00,10,nao_coletado,0,0
SEI-270006/020569/2024,BMR MEDICAL LTDA-EPP,33970.88,10,so_despacho,0,0
SEI-270006/008140/2024,ELBER INDUSTRIA DE REFRIGERACAO LTDA,32000.00,10,integra,10,0
SEI-270006/007247/2024,M.T.L. COMERCIO E REPRESENTAÇÃO LTDA,11995.00,10,nao_coletado,0,0
SEI-270042/001333/2023,SERVICO AUTONOMO DE AGUA E ESGOTO-SAAE,7486.80,10,nao_coletado,0,0
SEI-270005/000014/2025,EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS,26248441.20,8,integra,8,1
SEI-270006/010634/2024,AGUAS DO RIO 4 SPE S.A,17416573.53,8,integra,8,1
SEI-270006/010633/2024,AGUAS DO RIO 1 SPE S.A,1043292.85,8,integra,8,1
SEI-270006/010666/2024,LIGHT SERVICOS DE ELETRICIDADE SA,19293504.06,8,integra,8,1
SEI-270006/010664/2024,AMPLA ENERGIA E SERVIÇOS S/A,8185919.00,8,integra,8,1
SEI-270006/010667/2024,COMPANHIA DISTRIBUIDORA DE GAS DO RIO DE JANEIRO-CEG,2460756.46,8,integra,8,1
SEI-270006/010625/2024,AGUAS DE NITEROI S/A,1762965.93,8,integra,10,1
SEI-270006/010627/2024,AGUAS DO PARAIBA SA,540223.07,8,integra,8,1
SEI-270006/010638/2024,AGUAS DO IMPERADOR S/A,461066.00,8,integra,8,1
SEI-270006/016725/2024,AGUAS DA IMPERATRIZ S A,70256.31,8,nao_coletado,0,0
SEI-270006/008830/2024,AGUAS DA IMPERATRIZ S A,53669.01,8,integra,8,1
SEI-270006/010632/2024,COMPANHIA ESTADUAL DE AGUAS E ESGOTOS-CEDAE,53108.91,8,integra,8,1
SEI-270003/000939/2024,CONNECTON MARKETING DE EVENTOS LTDA-ME,39664.00,8,nao_coletado,0,0
SEI-270006/018759/2025,CONNECTON MARKETING DE EVENTOS LTDA-ME,25740.00,8,nao_coletado,0,0
SEI-270006/033326/2025,CONNECTON MARKETING DE EVENTOS LTDA-ME,22277.50,8,nao_coletado,0,0
SEI-270006/028080/2025,CONNECTON MARKETING DE EVENTOS LTDA-ME,19170.00,8,integra,8,1
SEI-270006/010663/2024,ENERGISA NOVA FRIBURGO  DISTRIBUIDORA DE ENERGIA S/A,214148.53,8,integra,10,1
SEI-270006/010668/2024,CEG RIO S/A,126535.16,8,integra,8,1
SEI-270042/001739/2022,ENERGISA NOVA FRIBURGO  DISTRIBUIDORA DE ENERGIA S/A,121748.81,8,integra,8,1
SEI-270042/001309/2023,AGUAS DE NITEROI S/A,432645.72,8,nao_coletado,0,0
SEI-270003/003937/2024,RC CARD SOLUCOES EM PAGAMENTOS LTDA,6314880.00,8,nao_coletado,0,0
SEI-270006/035045/2025,HPE AUTOMOTORES DO BRASIL LTDA,6235443.00,8,nao_coletado,0,0
SEI-270006/003993/2026,HPE AUTOMOTORES DO BRASIL LTDA,6235443.00,8,nao_coletado,0,0
SEI-270006/031124/2025,MANUPA COMERCIO EXPORTACAO IMPORTACAO DE EQUIPAMENTOS E VEICULOS ADAPTADOS LTDA,5777272.71,8,nao_coletado,0,0
SEI-270013/000493/2023,GRIDLAB SISTEMAS E SERVICOS LTDA,5171709.07,8,nao_coletado,0,0
SEI-270006/013811/2024,NIVEL 1 SOLUÇÕES AUTOMOTIVAS LTDA,4798028.62,8,nao_coletado,0,0
SEI-270042/001804/2022,MGS CLEAN COMÉRCIO E SERVIÇOS EIRELI,4699899.48,8,nao_coletado,0,0
SEI-270060/000422/2024,CANON MEDICAL SYSTEMS DO BRASIL,4300000.00,8,nao_coletado,0,0
SEI-270042/001011/2022,S.O.S SUL RESGATE - COMERCIO E SERVICOS DE SEGURANCA E SINALIZACAO LTDA,4169898.39,8,nao_coletado,0,0
SEI-270002/000115/2024,QUANTUM13 SOLUCOES EM TECNOLOGIA LTDA,3913407.55,8,so_despacho,0,0
SEI-270006/004906/2024,CHALT - COMERCIO DE PECAS E SERVICOS DIESEL LTDA,2880000.00,8,nao_coletado,0,0
SEI-270005/001067/2025,RESGATECNICA COMERCIO DE EQUIPAMENTOS DE RESGATE EIRELI,2601335.60,8,nao_coletado,0,0
SEI-270006/000160/2023,QUANTUM13 SOLUCOES EM TECNOLOGIA LTDA,2394122.27,8,nao_coletado,0,0
SEI-270007/020464/2025,ALTO VALE MOTORHOME E TRAILER LTDA.,2004166.42,8,nao_coletado,0,0
SEI-270003/003646/2024,SEBASTIÃO RAFAEL BARRETO MORAES,1792250.00,8,nao_coletado,0,0
SEI-270064/000457/2023,NEUROPHOTO EQUIPAMENTOS LTDA,1680000.00,8,nao_coletado,0,0
SEI-270005/001122/2025,ULTRAMAR IMPORTAÇÃO LTDA EPP,1550031.60,8,nao_coletado,0,0
SEI-270003/002720/2025,JOHNSON INDUSTRIAL DO BRASIL LTDA,1513266.30,8,nao_coletado,0,0
SEI-270005/000063/2024,JBS COMÉRCIO DE UNIFORMES E EQUIPAMENTOS EIRELI,1331114.85,8,nao_coletado,0,0
SEI-270003/003723/2025,JOHNSON INDUSTRIAL DO BRASIL LTDA,1310591.80,8,nao_coletado,0,0
SEI-270052/000249/2023,BRS SUPRIMENTOS CORPORATIVOS S/A,1300065.68,8,nao_coletado,0,0
SEI-270060/001751/2023,AVFARMA ASSISTENCIA E SERVIÇOS FARMACEUTICOS LTDA,1288800.00,8,nao_coletado,0,0
SEI-270006/032926/2024,SGHN - HIGIENIZACAO TEXTIL E NUTRICAO HOSPITALAR LTDA,1188641.28,8,nao_coletado,0,0
SEI-270006/026085/2024,PRM COMERCIAL LTDA EPP,1122331.50,8,nao_coletado,0,0
SEI-270060/002071/2022,GE HEALTHCARE DO BRASIL COMÉRCIO E SERVIÇOS PARA EQUIPAMENTOS MEDICO-HOSPITALARES LTDA,1070840.00,8,nao_coletado,0,0
SEI-270064/000756/2023,SIRONA DENTAL COMERCIO DE PRODUTOS E SISTEMAS ODONTOLOGICOS LTDA,1032532.00,8,nao_coletado,0,0
SEI-270064/000836/2023,RIO DIESEL VEICULOS E PEÇAS S/A,988000.00,,nao_coletado,0,0
SEI-270006/027474/2025,MANUPA COMERCIO EXPORTACAO IMPORTACAO DE EQUIPAMENTOS E VEICULOS ADAPTADOS LTDA,913228.23,,nao_coletado,0,0
SEI-270006/020625/2025,BRISTOL MYERS SQUIBB FARMACÊUTICA LTDA,868970.40,,nao_coletado,0,0
SEI-270006/009212/2024,M. ARNAUD & CIA LTDA-EPP,712792.15,,nao_coletado,0,0
SEI-270005/000258/2024,TAVELO COMÉRCIO E DISTRIBUIDORA LTDA,692835.00,,nao_coletado,0,0
SEI-270060/003061/2023,PANTHER HEALTHCARE BRASIL DISTRIBUIDORA DE PRODUTOS MÉDICOS LTDA,686845.49,,nao_coletado,0,0
SEI-270006/002485/2024,SIRONA DENTAL COMERCIO DE PRODUTOS E SISTEMAS ODONTOLOGICOS LTDA,675549.00,,nao_coletado,0,0
SEI-270006/008482/2024,GUARANY INDÚSTRIA E COMÉRCIO LTDA,660463.26,,nao_coletado,0,0
SEI-270005/000833/2025,W3 INDUSTRIAS REUNIDAS S/A,641110.26,,nao_coletado,0,0
SEI-270003/004163/2025,JOHNSON INDUSTRIAL DO BRASIL LTDA,638482.32,,nao_coletado,0,0
SEI-270006/009382/2024,GENERAL MOTORS DO BRASIL LTDA.,625980.00,,nao_coletado,0,0
SEI-270006/037511/2025,BRISTOL MYERS SQUIBB FARMACÊUTICA LTDA,615520.60,,nao_coletado,0,0
SEI-270005/000234/2024,ULTRAMAR IMPORTAÇÃO LTDA EPP,599199.22,,integra,8,0
SEI-270006/011031/2025,ASTRAZENECA DO BRASIL LTDA.,597333.00,,nao_coletado,0,0
SEI-270042/000329/2023,B&A COMERCIO DE EPIS EIRELI,584596.14,,nao_coletado,0,0
SEI-270128/000008/2024,TECNISUB INDUSTRIA E COMERCIO LTDA,582000.00,,nao_coletado,0,0
SEI-270060/012797/2025,PANTHER HEALTHCARE BRASIL DISTRIBUIDORA DE PRODUTOS MÉDICOS LTDA,557250.72,,nao_coletado,0,0
SEI-270005/001590/2024,EMBRAPEC COMÉRCIO E DISTRIBUIÇÃO  EIRELI,531784.67,,nao_coletado,0,0
SEI-270060/000390/2024,DMO DISTRIBUIDORA DE MATERIAIS ORTOPEDICOS LTDA.,528593.00,,nao_coletado,0,0
SEI-270006/042223/2025,BRISTOL MYERS SQUIBB FARMACÊUTICA LTDA,520536.24,,nao_coletado,0,0
SEI-270005/000163/2025,PRIVINA PRESTAÇÃO DE SERVIÇOS LTDA - ME,518651.28,,nao_coletado,0,0
SEI-270006/006492/2024,DENTAL BONSUCESSO PRODUTOS ODONTOLÓGICOS LTDA,511900.00,,nao_coletado,0,0
SEI-270006/004415/2026,DENTAL BONSUCESSO PRODUTOS ODONTOLÓGICOS LTDA,498525.20,,nao_coletado,0,0
SEI-270007/031706/2024,JBS COMÉRCIO DE UNIFORMES E EQUIPAMENTOS EIRELI,485087.22,,nao_coletado,0,0
SEI-270042/000055/2024,REPREMIG REPRESENTAÇÃO E COMERCIO DE MINAS GERAIS LTDA,450629.30,,nao_coletado,0,0
SEI-270006/014224/2024,PHILIPS MEDICAL SYSTEMS LTDA   ,427600.00,,nao_coletado,0,0
SEI-270007/013073/2024,B&A COMERCIO DE EPIS EIRELI,419973.12,,nao_coletado,0,0
SEI-270005/001997/2025,W3 INDUSTRIAS REUNIDAS S/A,416004.42,,nao_coletado,0,0
SEI-270006/028452/2025,BRISTOL MYERS SQUIBB FARMACÊUTICA LTDA,405519.44,,nao_coletado,0,0
SEI-270006/032883/2024,ARTE IMPLANTES MATERIAIS CIRÚRGICOS EIRELI,400547.00,,nao_coletado,0,0
SEI-270005/001365/2025,"VINIARTEFATOS - COMÉRCIO, IMPORTAÇÃO E EXPORTAÇÃO LTDA",398320.00,,nao_coletado,0,0
SEI-270006/005928/2024,MASTER COMERCIO DE EQUIPAMENTO LTDA EPP,397450.00,,so_despacho,0,0
SEI-270006/004181/2025,BRAZEN LTDA,396800.00,,nao_coletado,0,0
SEI-270006/017390/2024,WM WORLD MEDICAL IMPORTACAO E EXPORTACAO LTDA,390000.00,,nao_coletado,0,0
SEI-270005/000647/2026,W3 INDUSTRIAS REUNIDAS S/A,386211.00,,nao_coletado,0,0
SEI-270006/009418/2024,BIOLIFE COMÉRCIO DE MATERIAL HOSPITALAR LTDA,380100.80,,nao_coletado,0,0
SEI-270060/000162/2024,ARTE IMPLANTES MATERIAIS CIRÚRGICOS EIRELI,379985.20,,nao_coletado,0,0
SEI-270005/000194/2024,REAL MIX COM. E ADM. DE VENDAS LTDA-EPP,368500.00,,nao_coletado,0,0
SEI-270006/002995/2026,MEDFUTURA DISTRIBUIDORA DE MEDICAMENTOS E PRODUTOS DE SAÚDE LTDA,358768.86,,nao_coletado,0,0
SEI-270005/000052/2026,RESGATECNICA COMERCIO DE EQUIPAMENTOS DE RESGATE LTDA,355135.20,,nao_coletado,0,0
SEI-270006/003911/2025,TEXAS IMPORTS COMÉRCIO IMPORTAÇÃO E EXPORTAÇÃO LTDA EPP,342276.80,,nao_coletado,0,0
SEI-270006/010258/2025,ONCOVIT DISTRIBUIDORA DE MEDICAMENTOS LTDA ME (MATRIZ),318007.14,,nao_coletado,0,0
SEI-270006/010240/2025,DISTRIBUIÇÃO DE MEDICAMENTOS PAMED LTDA,314160.00,,nao_coletado,0,0
SEI-270003/001037/2025,GOHOBBY FUTURE TECHNOLOGY LTDA,285240.00,,nao_coletado,0,0
SEI-270006/018903/2025,ONCOVIT DISTRIBUIDORA DE MEDICAMENTOS LTDA ME (MATRIZ),281510.24,,nao_coletado,0,0
SEI-270006/007839/2025,DISTRIBUIÇÃO DE MEDICAMENTOS PAMED LTDA,280173.60,,nao_coletado,0,0
SEI-270114/000476/2023,2LIVE STREAMING TELECOMUNICAÇÕES DIGITAIS LTDA,277360.00,,nao_coletado,0,0
SEI-270007/050999/2025,KM2 COMERCIO E REPRESENTAÇÃO,271432.00,,nao_coletado,0,0
SEI-270006/010125/2026,ONCOVIT DISTRIBUIDORA DE MEDICAMENTOS LTDA ME (MATRIZ),267961.11,,nao_coletado,0,0
SEI-270006/002975/2026,ASTRAZENECA DO BRASIL LTDA.,265650.00,,nao_coletado,0,0
SEI-270006/014607/2025,BRISTOL MYERS SQUIBB FARMACÊUTICA LTDA,260691.12,,nao_coletado,0,0
SEI-270005/000469/2025,"VINIARTEFATOS - COMÉRCIO, IMPORTAÇÃO E EXPORTAÇÃO LTDA",248950.00,,nao_coletado,0,0
SEI-270006/017357/2024,BIOLIFE COMÉRCIO DE MATERIAL HOSPITALAR LTDA,243580.00,,nao_coletado,0,0
SEI-270060/000055/2024,M4 IMPORTAÇÃO E COMERCIO DE MATERIAS MEDICO HOSPITALARES LTDA,242399.96,,nao_coletado,0,0
SEI-270120/001990/2022,RCORE INSUMOS MEDICOS LTDA,242182.50,,nao_coletado,0,0
SEI-270006/032367/2025,COELHO E MACHADO COMERCIAL E DISTRIBUIDORA EIRELI,240912.00,,nao_coletado,0,0
SEI-270006/010141/2026,DISTRIBUIÇÃO DE MEDICAMENTOS PAMED LTDA,237895.20,,nao_coletado,0,0
SEI-270005/000471/2025,B&A COMERCIO DE EPIS EIRELI,233907.01,,nao_coletado,0,0
SEI-270121/000873/2024,FLUTSPUMA ESPUMAS INDUSTRIAIS LTDA,231660.00,,nao_coletado,0,0
SEI-270006/019087/2025,W.A. COMÉRCIO DE MEDICAMENTOS LTDA,227255.00,,nao_coletado,0,0
SEI-270006/036188/2025,W.A. COMÉRCIO DE MEDICAMENTOS LTDA,227255.00,,nao_coletado,0,0
SEI-270007/031562/2024,"FOCOMEX COMERCIO, SERVIÇOS, IMPORTAÇÃO E EXPORTAÇÃO LTDA",226708.38,,nao_coletado,0,0
SEI-270007/050970/2025,DX COMERCIO E IMPORTACAO LTDA,226363.44,,nao_coletado,0,0
SEI-270006/022842/2025,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA - FILIAL,225400.00,,nao_coletado,0,0
SEI-270005/000628/2025,RESGATECNICA COMERCIO DE EQUIPAMENTOS DE RESGATE LTDA,225000.00,,integra,8,0
SEI-270005/000790/2025,RESGATECNICA COMERCIO DE EQUIPAMENTOS DE RESGATE LTDA,225000.00,,so_despacho,0,0
SEI-270042/000038/2023,DELTA INDUSTRIA COMÉRCIO IMPORTAÇÃO E EXPORTAÇÃO LTDA ,223600.00,,nao_coletado,0,0
SEI-270006/032696/2024,DISTRIBUIÇÃO DE MEDICAMENTOS PAMED LTDA,222594.00,,nao_coletado,0,0
SEI-270005/000673/2025,SOS SUL RESGATE COMERCIO E SERVIÇOS DE SEGURANÇA E SINALIZAÇÃO LTDA,222148.00,,nao_coletado,0,0
SEI-270005/000695/2026,MICROTECNICA INFORMATICA LTDA,220519.01,,nao_coletado,0,0
SEI-270006/015378/2025,DISTRIBUIÇÃO DE MEDICAMENTOS PAMED LTDA,216090.00,,nao_coletado,0,0
SEI-270032/000023/2024,REPREMIG REPRESENTAÇÃO E COMERCIO DE MINAS GERAIS LTDA,214434.00,,nao_coletado,0,0
SEI-270060/000418/2022,ENDOGERAIS EQUIPAMENTOS MEDICOS LTDA ME,213950.00,,nao_coletado,0,0
SEI-270006/003340/2026,DENTAL BONSUCESSO PRODUTOS ODONTOLÓGICOS LTDA,199525.33,,nao_coletado,0,0
SEI-270006/022367/2024,DISTRIBUIÇÃO DE MEDICAMENTOS PAMED LTDA,198325.20,,nao_coletado,0,0
SEI-270042/001390/2023,RIBEIRO APOIO ADMINISTRATIVO E COMERCIO EIRELI,196452.00,,nao_coletado,0,0
SEI-270005/000670/2025,ULTRAMAR IMPORTAÇÃO LTDA EPP,187800.00,,nao_coletado,0,0
SEI-270006/032888/2024,PANTHER HEALTHCARE BRASIL DISTRIBUIDORA DE PRODUTOS MÉDICOS LTDA,183000.00,,nao_coletado,0,0
SEI-270007/031685/2024,COELHO E MACHADO COMERCIAL E DISTRIBUIDORA EIRELI,182733.75,,nao_coletado,0,0
SEI-270006/012971/2025,MEDFUTURA DISTRIBUIDORA DE MEDICAMENTOS E PRODUTOS DE SAÚDE LTDA,180899.10,,nao_coletado,0,0
SEI-270006/009419/2024,MEDICAL TRADE DE MARICÁ COMÉRCIO DE MATERIAL HOSPITALAR LTDA,178598.75,,nao_coletado,0,0
SEI-270005/000240/2026,W3 INDUSTRIAS REUNIDAS S/A,176553.60,,nao_coletado,0,0
SEI-270006/000228/2024,TECHDOG SOLUÇÕES DE INTERNET LTDA,174475.44,,nao_coletado,0,0
SEI-270006/033933/2024,BRISTOL MYERS SQUIBB FARMACÊUTICA LTDA,173794.08,,nao_coletado,0,0
SEI-270005/000612/2025,RESGATECNICA COMERCIO DE EQUIPAMENTOS DE RESGATE EIRELI,158270.00,,nao_coletado,0,0
SEI-270005/000649/2025,MB COMERCIO DE MAQUINAS FERRAMENTAS E SERVIÇOS LTDA - EPP,158208.00,,nao_coletado,0,0
SEI-270006/038819/2025,BRISTOL MYERS SQUIBB FARMACÊUTICA LTDA,157149.68,,nao_coletado,0,0
SEI-270006/004662/2026,BRISTOL MYERS SQUIBB FARMACÊUTICA LTDA,157149.68,,nao_coletado,0,0
SEI-270006/027663/2025,ASTRAZENECA DO BRASIL LTDA.,156956.40,,nao_coletado,0,0
SEI-270006/033918/2024,ONCOVIT DISTRIBUIDORA DE MEDICAMENTOS LTDA ME (MATRIZ),156000.00,,nao_coletado,0,0
SEI-270006/004383/2025,LABORATÓRIOS B. BRAUN S.A,155298.50,,nao_coletado,0,0
SEI-270005/001927/2025,JOHNSON INDUSTRIAL DO BRASIL LTDA,152250.94,,nao_coletado,0,0
SEI-270005/001572/2025,"VINIARTEFATOS - COMÉRCIO, IMPORTAÇÃO E EXPORTAÇÃO LTDA",149370.00,,nao_coletado,0,0
SEI-270060/000322/2024,HALEX ISTAR INDÚSTRIA FARMACÊUTICA S/A,148710.00,,nao_coletado,0,0
SEI-270006/022647/2025,BRAZEN LTDA,148145.00,,nao_coletado,0,0
SEI-270005/000241/2026,MICROTECNICA INFORMATICA LTDA,144166.08,,nao_coletado,0,0
SEI-270006/019576/2024,ONCOVIT DISTRIBUIDORA DE MEDICAMENTOS LTDA ME (MATRIZ),137862.40,,nao_coletado,0,0
SEI-270005/000663/2025,RESGATECNICA COMERCIO DE EQUIPAMENTOS DE RESGATE LTDA,135000.00,,nao_coletado,0,0
SEI-270006/012192/2025,BRAVA INDUSTRIA E COMERCIO LTDA,134750.40,,nao_coletado,0,0
SEI-270006/009421/2024,M4 IMPORTAÇÃO E COMERCIO DE MATERIAS MEDICO HOSPITALARES LTDA,133544.36,,integra,10,0
SEI-270006/004997/2024,MCL COMERCIO E IMPORTAÇÃO DE PRODUTOS HOSPITALARES LTDA EPP,131450.00,,nao_coletado,0,0
SEI-270032/000021/2024,EMBRAPEC COMÉRCIO E DISTRIBUIÇÃO  EIRELI,130688.91,,nao_coletado,0,0
SEI-270006/005104/2026,EMBRAST INDUSTRIA E COMERCIO LTDA,129691.80,,nao_coletado,0,0
SEI-270007/028255/2025,AUTARQUIA COMERCIO E SAUDE ANIMAL LTDA,129538.80,,nao_coletado,0,0
SEI-270003/001046/2025,XMOBOTS AEROESPACIAL E DEFESA LTDA,128265.18,,nao_coletado,0,0
SEI-270005/001841/2025,W3 INDUSTRIAS REUNIDAS S/A,126897.90,,nao_coletado,0,0
SEI-270042/001374/2022,"ALPS LABOR ARTIGOS, PRODUTOS, MAQUINAS E EQUIPAMENTOS LTDA",124608.00,,nao_coletado,0,0
SEI-270006/029628/2024,"VINIARTEFATOS - COMÉRCIO, IMPORTAÇÃO E EXPORTAÇÃO LTDA",124475.00,,nao_coletado,0,0
SEI-270005/001662/2025,MAM VIDAL NOGUEIRA NUTRIMENTOS EPP,122015.54,,nao_coletado,0,0
SEI-270006/002983/2026,ONCOVIT DISTRIBUIDORA DE MEDICAMENTOS LTDA ME (MATRIZ),120000.00,,nao_coletado,0,0
SEI-270006/010379/2025,MEDICAMENTAL HOSPITALAR LTDA,118885.68,,nao_coletado,0,0
SEI-270006/010058/2024,PETERSON JOSE BERNARDO,116100.00,,nao_coletado,0,0
SEI-270060/000434/2024,PROTECTOR INDUSTRIA E COMERCIO DE PRODUTOS MEDICO HOSPITALARES LTDA - EPP,115500.00,,nao_coletado,0,0
SEI-270060/003187/2023,COSTA CAMARGO COMERCIO DE PRODUTOS HOSPITALARES LTDA (MATRIZ),114019.00,,nao_coletado,0,0
SEI-270005/000185/2026,BEL MICRO TECNOLOGIA S/A,113815.96,,nao_coletado,0,0
SEI-270006/016714/2025,G&A COMÉRCIO E SERVIÇOS LTDA,112881.12,,nao_coletado,0,0
SEI-270064/000028/2024,DENTAL BONSUCESSO PRODUTOS ODONTOLÓGICOS LTDA,111802.00,,nao_coletado,0,0
SEI-270005/000965/2025,EMPREENDIMENTOS MARANATA LTDA,110682.18,,nao_coletado,0,0
SEI-270064/000598/2023,DLW COMERCIAL DISTRIBUIDORA LTDA,106330.00,,nao_coletado,0,0
SEI-270005/000650/2025,ENGESUB INDUSTRIA E COMERCIO LTDA,105520.00,,nao_coletado,0,0
SEI-270006/010232/2024,UNIQUE DISTRIBUIDORA DE MEDICAMENTOS EIRELI,104664.00,,nao_coletado,0,0
SEI-270042/000216/2023,GENTE SEGURADORA S.A.,102624.99,,nao_coletado,0,0
SEI-270099/000240/2024,GEARCLIN MANUTENCAO DE ELETROMEDICOS LTDA,100980.00,,nao_coletado,0,0
SEI-270006/023266/2025,"VINIARTEFATOS - COMÉRCIO, IMPORTAÇÃO E EXPORTAÇÃO LTDA",99580.00,,nao_coletado,0,0
SEI-270128/000042/2023,TAVELO COMÉRCIO E DISTRIBUIDORA LTDA,99495.00,,nao_coletado,0,0
SEI-270006/000224/2024,MARTINS DESIGN LTDA,98499.96,,nao_coletado,0,0
SEI-270060/001820/2022,E TAMUSSINO & CIA LTDA,98363.72,,nao_coletado,0,0
SEI-270060/000608/2024,ORTO MEDICAL MATERIAIS CIRURGICOS LTDA,98000.00,,nao_coletado,0,0
SEI-270006/029191/2024,ORTO MEDICAL MATERIAIS CIRURGICOS LTDA,98000.00,,nao_coletado,0,0
